Brand Name,Price (INR),Product Name,Image URLs
Lee Cooper,"Rs.2,309.00",Leather Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/h77/h40/15065377013790/lee_cooper_tan_brown_leather_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/h81/h07/15065384091678/lee_cooper_tan_brown_leather_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/h6a/h39/15065376292894/lee_cooper_tan_brown_leather_lace-up_boots.jpg']"
CLARKS,"Rs.6,299.00",Colehill Wally Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20220824/WeRx/630545f0aeb269176197bed4/clarks_black_colehill_wally_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220824/WeRx/630545f0aeb269176197bed0/clarks_black_colehill_wally_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220824/WeRx/630545f0aeb269176197becf/clarks_black_colehill_wally_ankle-length_boots.jpg']"
LONDON RAG,"Rs.7,474.00",Espiree High Heeled Ankle Boots,"['https://assets.ajio.com/medias/sys_master/root/20230404/WalU/642bed3c711cf97ba7076963/london_rag_burgundy_espiree_high_heeled_ankle_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230404/WalU/642bed3c711cf97ba7076953/london_rag_burgundy_espiree_high_heeled_ankle_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230404/WalU/642bed3c711cf97ba7076950/london_rag_burgundy_espiree_high_heeled_ankle_boots.jpg']"
KNOOS,"Rs.1,050.00",Round-Toe Ankle-Length Chelsea Boots,"['https://assets.ajio.com/medias/sys_master/root/20230707/DGpR/64a8143ea9b42d15c944c111/knoos_black_round-toe_ankle-length_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230707/DGpR/64a8143ea9b42d15c944c103/knoos_black_round-toe_ankle-length_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230707/DGpR/64a8143ea9b42d15c944c101/knoos_black_round-toe_ankle-length_chelsea_boots.jpg']"
LONDON RAG,"Rs.5,849.00",Women Knee-Length Heeled Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230717/Gb1k/64b56ca1a9b42d15c95b20ff/london_rag_tan_women_knee-length_heeled_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230717/Gb1k/64b56ca1a9b42d15c95b20ee/london_rag_tan_women_knee-length_heeled_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230717/Gb1k/64b56ca1a9b42d15c95b20ea/london_rag_tan_women_knee-length_heeled_boots_.jpg']"
Metro,"Rs.2,793.00",Round-Toe Mid-Calf Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20221213/mVEm/6397a712aeb269659ce68352/metro_grey_round-toe_mid-calf_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221213/mVEm/6397a712aeb269659ce6833f/metro_grey_round-toe_mid-calf_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221213/mVEm/6397a712aeb269659ce6833b/metro_grey_round-toe_mid-calf_length_boots.jpg']"
MUTAQINOTI,"Rs.2,200.00",Chukka Boots with Faux leather upper,"['https://assets.ajio.com/medias/sys_master/root/20230728/1wtt/64c36d6eeebac147fc90cd2b/mutaqinoti_british_black_chukka_boots_with_faux_leather_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230728/1wtt/64c36d6eeebac147fc90cd1d/mutaqinoti_british_black_chukka_boots_with_faux_leather_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230728/1wtt/64c36d6eeebac147fc90cd19/mutaqinoti_british_black_chukka_boots_with_faux_leather_upper.jpg']"
LONDON RAG,"Rs.6,499.00",Women Mid-Calf Length Boots with Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20230717/L6Tw/64b57055a9b42d15c95b9de1/london_rag_burgundy_women_mid-calf_length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230717/L6Tw/64b57055a9b42d15c95b9dcd/london_rag_burgundy_women_mid-calf_length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230717/L6Tw/64b57055a9b42d15c95b9dc8/london_rag_burgundy_women_mid-calf_length_boots_with_zip_closure.jpg']"
BXXY,"Rs.2,000.00",Slip-On Style Flat Heels Chelsea Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230727/W3R5/64c21b93a9b42d15c9721a19/bxxy_black_slip-on_style_flat_heels_chelsea_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230727/W3R5/64c21b93a9b42d15c9721a0b/bxxy_black_slip-on_style_flat_heels_chelsea_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230727/W3R5/64c21b93a9b42d15c9721a07/bxxy_black_slip-on_style_flat_heels_chelsea_boots_.jpg']"
LONDON RAG,"Rs.5,199.00",Women Block-Heeled Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230801/OuvS/64c8f496eebac147fc9a9815/london_rag_black_women_block-heeled_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/OuvS/64c8f496eebac147fc9a9801/london_rag_black_women_block-heeled_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/OuvS/64c8f496eebac147fc9a97fc/london_rag_black_women_block-heeled_ankle-length_boots.jpg']"
LOUIS STITCH,"Rs.4,140.00",Round-Toe Ankle-Length Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230731/V6TM/64c7a3a8a9b42d15c97c57a9/louis_stitch_obsidian_black_round-toe_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230731/V6TM/64c7a3a8a9b42d15c97c57a1/louis_stitch_obsidian_black_round-toe_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230731/V6TM/64c7a3a8a9b42d15c97c579f/louis_stitch_obsidian_black_round-toe_ankle-length_lace-up_boots.jpg']"
Valiosaa,"Rs.1,050.00",Textured Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230620/WET8/64921be742f9e729d758f9b5/valiosaa_navy_textured_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230620/WET8/64921be742f9e729d758f9a6/valiosaa_navy_textured_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230620/WET8/64921be742f9e729d758f9a1/valiosaa_navy_textured_boots_.jpg']"
BIG FOX,Rs.740.00,Solid Ankle-length  Boot,"['https://assets.ajio.com/medias/sys_master/root/20230111/03EL/63bed855aeb269c651d8eede/big_fox_black_solid_ankle-length__boot.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230111/03EL/63bed855aeb269c651d8eec9/big_fox_black_solid_ankle-length__boot.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230111/03EL/63bed855aeb269c651d8eec4/big_fox_black_solid_ankle-length__boot.jpg']"
DELIZE,"Rs.3,500.00",Ankle-Length Boots with Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20230526/Thkc/646fd023d55b7d0c63ff3a6e/delize_brown_ankle-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/Thkc/646fd023d55b7d0c63ff3a5d/delize_brown_ankle-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/Thkc/646fd023d55b7d0c63ff3a59/delize_brown_ankle-length_boots_with_zip_closure.jpg']"
DELIZE,"Rs.3,500.00",Ankle-Length Boots with Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20221108/K0Xj/636973bcaeb269659c784f19/delize_black_ankle-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221108/K0Xj/636973bcaeb269659c784f0c/delize_black_ankle-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221108/K0Xj/636973bcaeb269659c784f08/delize_black_ankle-length_boots_with_zip_closure.jpg']"
FAUSTO,"Rs.2,729.00",Slip-On Chelsea Boots,"['https://assets.ajio.com/medias/sys_master/root/20230526/JM8G/646fd87fd55b7d0c63006271/fausto_brown_slip-on_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/JM8G/646fd87fd55b7d0c63006261/fausto_brown_slip-on_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/JM8G/646fd87fd55b7d0c6300625d/fausto_brown_slip-on_chelsea_boots.jpg']"
Metro,"Rs.3,499.00",Round-Toe Mid-Calf Length Heeled Boots,"['https://assets.ajio.com/medias/sys_master/root/20230816/BzOs/64dc979aa9b42d15c9afc84a/metro_tan_round-toe_mid-calf_length_heeled_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230816/BzOs/64dc979aa9b42d15c9afc835/metro_tan_round-toe_mid-calf_length_heeled_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230816/BzOs/64dc979aa9b42d15c9afc830/metro_tan_round-toe_mid-calf_length_heeled_boots.jpg']"
SHEZONE,"Rs.1,499.00",Pointed-Toe Slip-On Booties,"['https://assets.ajio.com/medias/sys_master/root/20230623/G2SE/649545bed55b7d0c63b7606c/shezone_black_pointed-toe_slip-on_booties.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230623/G2SE/649545bed55b7d0c63b76061/shezone_black_pointed-toe_slip-on_booties.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230623/G2SE/649545bed55b7d0c63b7605e/shezone_black_pointed-toe_slip-on_booties.jpg']"
DELIZE,"Rs.3,500.00",Ankle-Length Heeled Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230624/D03l/6496ac9ea9b42d15c9e58dfb/delize_tan_ankle-length_heeled_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/D03l/6496ac9ea9b42d15c9e58deb/delize_tan_ankle-length_heeled_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/D03l/6496ac9ea9b42d15c9e58de7/delize_tan_ankle-length_heeled_boots_.jpg']"
Bruno Manetti,"Rs.2,310.00",Ankle-Length Slip-On Boots,"['https://assets.ajio.com/medias/sys_master/root/20230624/bpZ8/6496d8cea9b42d15c9eacfc3/bruno_manetti_navy_blue_ankle-length_slip-on_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/bpZ8/6496d8cea9b42d15c9eacfb1/bruno_manetti_navy_blue_ankle-length_slip-on_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/bpZ8/6496d8cea9b42d15c9eacfaf/bruno_manetti_navy_blue_ankle-length_slip-on_boots.jpg']"
MIJAS,"Rs.1,999.00",Round-Toe Knee-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230624/s7Bu/6496f5dca9b42d15c9ee40bd/mijas_black_round-toe_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/s7Bu/6496f5dca9b42d15c9ee40b2/mijas_black_round-toe_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/s7Bu/6496f5dca9b42d15c9ee40af/mijas_black_round-toe_knee-length_boots.jpg']"
FAUSTO,"Rs.1,479.00",Mid-Calf Boots with Buckle,"['https://assets.ajio.com/medias/sys_master/root/20230526/q0oP/6470290a42f9e729d7e03840/fausto_brown_mid-calf_boots_with_buckle.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/q0oP/6470290a42f9e729d7e03834/fausto_brown_mid-calf_boots_with_buckle.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/q0oP/6470290a42f9e729d7e03831/fausto_brown_mid-calf_boots_with_buckle.jpg']"
FAUSTO,"Rs.1,799.00",Reptile Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230526/3gDL/64705c0842f9e729d7e6cf78/fausto_tan_reptile_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/3gDL/64705c0842f9e729d7e6cf67/fausto_tan_reptile_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/3gDL/64705c0842f9e729d7e6cf63/fausto_tan_reptile_ankle-length_boots.jpg']"
DELIZE,"Rs.5,000.00",Ankle-Length Boots with Zip Fastening ,"['https://assets.ajio.com/medias/sys_master/root/20230227/I7Wq/63fccdabf997dde6f4cb592c/delize_black_ankle-length_boots_with_zip_fastening_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230227/I7Wq/63fccdabf997dde6f4cb5924/delize_black_ankle-length_boots_with_zip_fastening_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230227/I7Wq/63fccdabf997dde6f4cb5922/delize_black_ankle-length_boots_with_zip_fastening_.jpg']"
DELIZE,"Rs.3,200.00",Ankle-Length Boots with Zip Fastening,"['https://assets.ajio.com/medias/sys_master/root/20230322/Bq2c/641a9c70907deb497a9a52e7/delize_black_ankle-length_boots_with_zip_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230322/Bq2c/641a9c70907deb497a9a52da/delize_black_ankle-length_boots_with_zip_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230322/Bq2c/641a9c70907deb497a9a52d7/delize_black_ankle-length_boots_with_zip_fastening.jpg']"
LOWER EAST SIDE by Payless,"Rs.3,499.00",Women Slip-On Block Heeled Boots,"['https://assets.ajio.com/medias/sys_master/root/20231017/skMl/652e7585ddf77915194326f1/lower_east_side_by_payless_taupe_women_slip-on_block_heeled_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231017/skMl/652e7585ddf77915194326da/lower_east_side_by_payless_taupe_women_slip-on_block_heeled_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231017/skMl/652e7585ddf77915194326d4/lower_east_side_by_payless_taupe_women_slip-on_block_heeled_boots.jpg']"
TEAKWOOD LEATHERS,"Rs.5,280.00",Lace-up Boots,"['https://assets.ajio.com/medias/sys_master/root/20231028/HOy0/653cad89ddf77915195fd721/teakwood_leathers_brown_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231028/HOy0/653cad89ddf77915195fd70b/teakwood_leathers_brown_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231028/HOy0/653cad89ddf77915195fd702/teakwood_leathers_brown_lace-up_boots.jpg']"
DELIZE,"Rs.3,200.00",Lace-Up Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20221102/4Bak/63625b79f997ddfdbd513363/delize_black_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221102/4Bak/63625b79f997ddfdbd513354/delize_black_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221102/4Bak/63625b79f997ddfdbd513351/delize_black_lace-up_ankle-length_boots.jpg']"
DELIZE,"Rs.3,200.00",Slip-on Boots with Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20221102/HoOe/63625b57f997ddfdbd512f57/delize_brown_slip-on_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221102/HoOe/63625b57f997ddfdbd512f44/delize_brown_slip-on_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221102/HoOe/63625b57f997ddfdbd512f3f/delize_brown_slip-on_boots_with_zip_closure.jpg']"
DELIZE,"Rs.3,300.00",Lace-Up Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20221102/3N2F/63625b2af997ddfdbd512929/delize_burgundy_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221102/3N2F/63625b2af997ddfdbd512919/delize_burgundy_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221102/3N2F/63625b2af997ddfdbd512915/delize_burgundy_lace-up_ankle-length_boots.jpg']"
DELIZE,"Rs.3,200.00",Ankle-Length Boots with Zipper Closure,"['https://assets.ajio.com/medias/sys_master/root/20221102/Lgii/63625b60aeb269659c6b6107/delize_black_ankle-length_boots_with_zipper_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221102/Lgii/63625b60aeb269659c6b60fa/delize_black_ankle-length_boots_with_zipper_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221102/Lgii/63625b60aeb269659c6b60f5/delize_black_ankle-length_boots_with_zipper_closure.jpg']"
DELIZE,"Rs.3,500.00",Solid Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230218/V3hp/63f06d39aeb26924e3790a3f/delize_tan_brown_solid_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230218/V3hp/63f06d39aeb26924e3790a34/delize_tan_brown_solid_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230218/V3hp/63f06d39aeb26924e3790a31/delize_tan_brown_solid_lace-up_boots.jpg']"
CARLO ROMANO,"Rs.2,479.00",Genuine Leather Ankle-Length Boots ,"['https://assets.ajio.com/medias/sys_master/root/20220806/nuGL/62ee7c45f997dd03e22b27cf/carlo_romano_brown_genuine_leather_ankle-length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/nuGL/62ee7c45f997dd03e22b27bf/carlo_romano_brown_genuine_leather_ankle-length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/nuGL/62ee7c45f997dd03e22b27b8/carlo_romano_brown_genuine_leather_ankle-length_boots_.jpg']"
Clog London,"Rs.3,999.00",Chelsea Boots with Round Toe,"['https://assets.ajio.com/medias/sys_master/root/20230602/mcd2/64798e6d42f9e729d717e91f/clog_london_black_chelsea_boots_with_round_toe.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/mcd2/64798e6d42f9e729d717e90f/clog_london_black_chelsea_boots_with_round_toe.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/mcd2/64798e6d42f9e729d717e90a/clog_london_black_chelsea_boots_with_round_toe.jpg']"
Valiosaa,"Rs.1,619.00",Solid Boots ,"['https://assets.ajio.com/medias/sys_master/root/20220504/S6Li/6272895daeb26921af54a556/valiosaa_brown_solid_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/S6Li/6272895daeb26921af54a543/valiosaa_brown_solid_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/S6Li/6272895daeb26921af54a53d/valiosaa_brown_solid_boots_.jpg']"
JM LOOKS,"Rs.1,995.00",Women Lace-Up Knee-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20231028/ZBlL/653c61daddf77915195fb246/jm_looks_tan_women_lace-up_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231028/ZBlL/653c61daddf77915195fb23a/jm_looks_tan_women_lace-up_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231028/ZBlL/653c61daddf77915195fb237/jm_looks_tan_women_lace-up_knee-length_boots.jpg']"
Bagatt,"Rs.11,990.00",Lace-Up Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230823/7hje/64e516aeddf7791519628753/bagatt_cognac_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230823/7hje/64e516aeddf7791519628744/bagatt_cognac_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230823/7hje/64e516aeddf7791519628740/bagatt_cognac_lace-up_ankle-length_boots.jpg']"
CLARKS,"Rs.8,999.00",Wallabee Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20220824/HJgB/630639c5f997dd394c1a0761/clarks_green_wallabee_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220824/HJgB/630639c5f997dd394c1a0751/clarks_green_wallabee_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220824/HJgB/630639c5f997dd394c1a074d/clarks_green_wallabee_ankle-length_boots.jpg']"
Heel & Buckle London,"Rs.7,350.00",Knee-Length Boots with Zip,"['https://assets.ajio.com/medias/sys_master/root/20220601/yZcD/6296d7abf997dd03e255584b/heel_%26_buckle_london_tan_knee-length_boots_with_zip.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220601/yZcD/6296d7abf997dd03e2555837/heel_%26_buckle_london_tan_knee-length_boots_with_zip.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220601/yZcD/6296d7abf997dd03e2555832/heel_%26_buckle_london_tan_knee-length_boots_with_zip.jpg']"
BIG FOX,Rs.990.00,Textured Ankle-length  Boot,"['https://assets.ajio.com/medias/sys_master/root/20230621/kVEi/6492acb2d55b7d0c63948a95/big_fox_beige_textured_ankle-length__boot.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230621/kVEi/6492acb2d55b7d0c63948a85/big_fox_beige_textured_ankle-length__boot.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230621/kVEi/6492acb2d55b7d0c63948a82/big_fox_beige_textured_ankle-length__boot.jpg']"
BXXY,"Rs.1,399.00",Chelsea Boots with Suede Upper,"['https://assets.ajio.com/medias/sys_master/root/20220803/sqPd/62e975f0aeb26921afbfefe6/bxxy_tan_chelsea_boots_with_suede_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220803/sqPd/62e975f0aeb26921afbfefce/bxxy_tan_chelsea_boots_with_suede_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220803/sqPd/62e975f0aeb26921afbfefc7/bxxy_tan_chelsea_boots_with_suede_upper.jpg']"
Metro,"Rs.3,690.00",Solid Genuine Leather Chelsea Boots,"['https://assets.ajio.com/medias/sys_master/root/20230623/m3Hk/64951f0e42f9e729d78a6c24/metro_tan_solid_genuine_leather_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230623/m3Hk/64951f0e42f9e729d78a6c14/metro_tan_solid_genuine_leather_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230623/m3Hk/64951f0e42f9e729d78a6c11/metro_tan_solid_genuine_leather_chelsea_boots.jpg']"
DELIZE,"Rs.3,200.00",Ankle-Length Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20221107/nTB3/63684380aeb269659c74bd7d/delize_black_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221107/nTB3/63684380aeb269659c74bd75/delize_black_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221107/nTB3/63684380aeb269659c74bd72/delize_black_ankle-length_lace-up_boots.jpg']"
Dune London,"Rs.6,750.00",Women Max Pride Sneakers with Embossed Strap,"['https://assets.ajio.com/medias/sys_master/root/20220531/3V1X/6295ef2bf997dd03e24ebd96/dune_london_black_women_max_pride_sneakers_with_embossed_strap.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220531/3V1X/6295ef2bf997dd03e24ebd87/dune_london_black_women_max_pride_sneakers_with_embossed_strap.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220531/3V1X/6295ef2bf997dd03e24ebd83/dune_london_black_women_max_pride_sneakers_with_embossed_strap.jpg']"
STEVE MADDEN,"Rs.13,999.00",Valorize Croc-Embossed Boots,"['https://assets.ajio.com/medias/sys_master/root/20230707/zKEK/64a8039da9b42d15c94497d0/steve_madden_silver-toned_valorize_croc-embossed_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230707/zKEK/64a8039da9b42d15c94497cc/steve_madden_silver-toned_valorize_croc-embossed_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230707/zKEK/64a8039da9b42d15c94497cb/steve_madden_silver-toned_valorize_croc-embossed_boots.jpg']"
DELIZE,"Rs.5,000.00",Round-Toe Ankle-Length Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230502/Fzae/64512f0b42f9e729d76223d3/delize_navy_blue_round-toe_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230502/Fzae/64512f0b42f9e729d76223c9/delize_navy_blue_round-toe_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230502/Fzae/64512f0b42f9e729d76223c7/delize_navy_blue_round-toe_ankle-length_lace-up_boots.jpg']"
Bagatt,"Rs.13,299.00",Genuine Leather Knee-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230516/NhQ9/6462bda042f9e729d78b089e/bagatt_beige_genuine_leather_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230516/NhQ9/6462bda042f9e729d78b0892/bagatt_beige_genuine_leather_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230516/NhQ9/6462bda042f9e729d78b088e/bagatt_beige_genuine_leather_knee-length_boots.jpg']"
AZZARO BLACK,Rs.840.00,Men High-Top Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230627/00o6/649ae3d6eebac147fc0c4516/azzaro_black_tan_men_high-top_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230627/00o6/649ae3d6eebac147fc0c4506/azzaro_black_tan_men_high-top_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230627/00o6/649ae3d6eebac147fc0c4501/azzaro_black_tan_men_high-top_lace-up_boots.jpg']"
AZZARO BLACK,Rs.840.00,Ankle-Length Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230602/JpcU/64799ec842f9e729d71a1e9c/azzaro_black_black_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/JpcU/64799ec842f9e729d71a1e8b/azzaro_black_black_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/JpcU/64799ec842f9e729d71a1e87/azzaro_black_black_ankle-length_lace-up_boots.jpg']"
Bagatt,"Rs.10,499.00",Mid Calf-Length Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230509/wXhW/645a405c42f9e729d77116c2/bagatt_beige_mid_calf-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230509/wXhW/645a405c42f9e729d77116b3/bagatt_beige_mid_calf-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230509/wXhW/645a405c42f9e729d77116af/bagatt_beige_mid_calf-length_lace-up_boots.jpg']"
Bagatt,"Rs.8,749.00",Genuine Leather Ankle-Length Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230516/j2g2/6462ba7e42f9e729d78ab8dc/bagatt_black_genuine_leather_ankle-length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230516/j2g2/6462ba7e42f9e729d78ab8d0/bagatt_black_genuine_leather_ankle-length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230516/j2g2/6462ba7e42f9e729d78ab8cd/bagatt_black_genuine_leather_ankle-length_boots_.jpg']"
DELIZE,"Rs.5,000.00",Ankle-Length Boots with Metal Accent,"['https://assets.ajio.com/medias/sys_master/root/20230505/sJ0x/6453fb9c42f9e729d7684dcb/delize_brown_ankle-length_boots_with_metal_accent.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230505/sJ0x/6453fb9c42f9e729d7684dc0/delize_brown_ankle-length_boots_with_metal_accent.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230505/sJ0x/6453fb9c42f9e729d7684dbd/delize_brown_ankle-length_boots_with_metal_accent.jpg']"
Metro,"Rs.2,793.00",Mid-Calf Boots with Side Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20230624/lLAI/64968963a9b42d15c9e165e6/metro_purple_mid-calf_boots_with_side_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/lLAI/64968963a9b42d15c9e165d7/metro_purple_mid-calf_boots_with_side_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/lLAI/64968963a9b42d15c9e165d2/metro_purple_mid-calf_boots_with_side_zip_closure.jpg']"
