Brand Name,Price (INR),Product Name,Image URLs
Gardin,"Rs.1,750.00",Round-Toe Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230526/HPys/646fb974d55b7d0c63fdefb8/gardin_tan_round-toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/HPys/646fb974d55b7d0c63fdefa9/gardin_tan_round-toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/HPys/646fb974d55b7d0c63fdefa3/gardin_tan_round-toe_ankle-length_boots.jpg']"
ESMEE,"Rs.1,050.00",Plain-Toe Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230624/p4zK/649666aea9b42d15c9dd375b/esmee_black_plain-toe_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/p4zK/649666aea9b42d15c9dd3747/esmee_black_plain-toe_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/p4zK/649666aea9b42d15c9dd3744/esmee_black_plain-toe_boots_.jpg']"
Shoetopia,"Rs.1,599.00",Lace-Up Ankle-Length Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230526/tire/646fb63e42f9e729d7d2e581/shoetopia_black_lace-up_ankle-length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/tire/646fb63e42f9e729d7d2e570/shoetopia_black_lace-up_ankle-length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/tire/646fb63e42f9e729d7d2e56e/shoetopia_black_lace-up_ankle-length_boots_.jpg']"
GUAVA,"Rs.1,350.00",Chelsea Boots with Faux leather upSlip-On Ankle-Length Chelsea Bootsper,"['https://assets.ajio.com/medias/sys_master/root/20221125/1ITj/637fd58df997ddfdbd9a99f5/guava_tan_chelsea_boots_with_faux_leather_upslip-on_ankle-length_chelsea_bootsper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221125/1ITj/637fd58df997ddfdbd9a99ee/guava_tan_chelsea_boots_with_faux_leather_upslip-on_ankle-length_chelsea_bootsper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221125/1ITj/637fd58df997ddfdbd9a99ec/guava_tan_chelsea_boots_with_faux_leather_upslip-on_ankle-length_chelsea_bootsper.jpg']"
Bruno Manetti,"Rs.1,650.00",Round-Toe Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230624/eW1l/64966739eebac147fcf28275/bruno_manetti_brown_round-toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/eW1l/64966739eebac147fcf28265/bruno_manetti_brown_round-toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/eW1l/64966739eebac147fcf28260/bruno_manetti_brown_round-toe_ankle-length_boots.jpg']"
Bruno Manetti,"Rs.1,650.00",Round-Toe Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230624/OPgr/649662c5eebac147fcf1e9e5/bruno_manetti_tan_round-toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/OPgr/649662c5eebac147fcf1e9d4/bruno_manetti_tan_round-toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/OPgr/649662c5eebac147fcf1e9d0/bruno_manetti_tan_round-toe_ankle-length_boots.jpg']"
GLOBAL RICH,"Rs.2,660.00",Chelsea Boots with Slip-On Styling,"['https://assets.ajio.com/medias/sys_master/root/20230624/YwmC/64963265eebac147fceb3283/global_rich_tan_chelsea_boots_with_slip-on_styling.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/YwmC/64963265eebac147fceb3277/global_rich_tan_chelsea_boots_with_slip-on_styling.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/YwmC/64963265eebac147fceb3274/global_rich_tan_chelsea_boots_with_slip-on_styling.jpg']"
DELIZE,"Rs.3,500.00",Ankle-Length Boots with Zip Fastening,"['https://assets.ajio.com/medias/sys_master/root/20230525/9lLM/646f4ff642f9e729d7c9f6bb/delize_maroon_ankle-length_boots_with_zip_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230525/9lLM/646f4ff642f9e729d7c9f6ab/delize_maroon_ankle-length_boots_with_zip_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230525/9lLM/646f4ff642f9e729d7c9f6a7/delize_maroon_ankle-length_boots_with_zip_fastening.jpg']"
Bruno Manetti,"Rs.2,640.00",Laceup with Side Zipper Boots ,"['https://assets.ajio.com/medias/sys_master/root/20221028/swbH/635af29cf997ddfdbd460f83/bruno_manetti_black_laceup_with_side_zipper_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221028/swbH/635af29cf997ddfdbd460f74/bruno_manetti_black_laceup_with_side_zipper_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221028/swbH/635af29cf997ddfdbd460f70/bruno_manetti_black_laceup_with_side_zipper_boots_.jpg']"
Bruno Manetti,"Rs.1,650.00",Round-Toe Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20221028/Br0B/635af303f997ddfdbd461b62/bruno_manetti_black_round-toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221028/Br0B/635af303f997ddfdbd461b55/bruno_manetti_black_round-toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221028/Br0B/635af303f997ddfdbd461b52/bruno_manetti_black_round-toe_ankle-length_boots.jpg']"
Bruno Manetti,"Rs.1,650.00",Round-Toe Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230624/FnYP/649660dda9b42d15c9dc6fab/bruno_manetti_black_round-toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/FnYP/649660dda9b42d15c9dc6f9e/bruno_manetti_black_round-toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/FnYP/649660dda9b42d15c9dc6f9b/bruno_manetti_black_round-toe_ankle-length_boots.jpg']"
AZZARO BLACK,Rs.782.00,Textured Chelsea Boots,"['https://assets.ajio.com/medias/sys_master/root/20230624/HnKj/64969e3ca9b42d15c9e3da33/azzaro_black_tan_textured_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/HnKj/64969e3ca9b42d15c9e3da23/azzaro_black_tan_textured_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/HnKj/64969e3ca9b42d15c9e3da1f/azzaro_black_tan_textured_chelsea_boots.jpg']"
ALLEVIATER,"Rs.1,800.00",Mid-Calf Boots with Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20230930/xJfq/65174e75afa4cf41f51885ac/alleviater_brown_mid-calf_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230930/xJfq/65174e75afa4cf41f5188598/alleviater_brown_mid-calf_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230930/xJfq/65174e75afa4cf41f5188596/alleviater_brown_mid-calf_boots_with_zip_closure.jpg']"
LONDON RAG,"Rs.5,459.00",Women Ankle-Length Block-Heeled Boots ,"['https://assets.ajio.com/medias/sys_master/root/20231019/Brjb/653032e7ddf779151947967d/london_rag_blue_women_ankle-length_block-heeled_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231019/Brjb/653032e7ddf779151947966a/london_rag_blue_women_ankle-length_block-heeled_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231019/Brjb/653032e7ddf7791519479664/london_rag_blue_women_ankle-length_block-heeled_boots_.jpg']"
CLARKS,"Rs.11,999.00",Women Torhill Maple Mid-Calf Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230821/wv04/64e3793eafa4cf41f5638ef0/clarks_olive_women_torhill_maple_mid-calf_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230821/wv04/64e3793eafa4cf41f5638ee5/clarks_olive_women_torhill_maple_mid-calf_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230821/wv04/64e3793eafa4cf41f5638ee2/clarks_olive_women_torhill_maple_mid-calf_length_boots.jpg']"
ELLE,"Rs.1,899.00",Women Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230905/OJT2/64f743f8ddf77915199b4cc1/elle_navy_blue_women_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230905/OJT2/64f743f8ddf77915199b4cad/elle_navy_blue_women_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230905/OJT2/64f743f8ddf77915199b4ca8/elle_navy_blue_women_ankle-length_boots.jpg']"
ELLE,"Rs.1,899.00",Women Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230905/MdDH/64f74742ddf77915199b5f2a/elle_brown_women_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230905/MdDH/64f74742ddf77915199b5f14/elle_brown_women_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230905/MdDH/64f74742ddf77915199b5f10/elle_brown_women_ankle-length_boots.jpg']"
Puma,"Rs.6,839.00",Women Mayze Chelsea Jelly Boots,"['https://assets.ajio.com/medias/sys_master/root/20230911/QPAd/64fefd32afa4cf41f5d5bf17/puma_white_women_mayze_chelsea_jelly_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230911/QPAd/64fefd32afa4cf41f5d5bf0c/puma_white_women_mayze_chelsea_jelly_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230911/QPAd/64fefd32afa4cf41f5d5bf0a/puma_white_women_mayze_chelsea_jelly_boots.jpg']"
ALDO,"Rs.16,999.00",Heeled Boots with Zip Closure & Metal Accent,"['https://assets.ajio.com/medias/sys_master/root/20230526/BG0I/646fd20d42f9e729d7d492b6/aldo_brown_heeled_boots_with_zip_closure_%26_metal_accent.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/BG0I/646fd20d42f9e729d7d492a6/aldo_brown_heeled_boots_with_zip_closure_%26_metal_accent.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/BG0I/646fd20d42f9e729d7d492a2/aldo_brown_heeled_boots_with_zip_closure_%26_metal_accent.jpg']"
Shoetopia,Rs.898.00,Solid Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230621/koet/64924b8242f9e729d760e3ff/shoetopia_grey_solid_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230621/koet/64924b8242f9e729d760e3f0/shoetopia_grey_solid_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230621/koet/64924b8242f9e729d760e3e9/shoetopia_grey_solid_ankle-length_boots.jpg']"
FAUSTO,"Rs.1,799.00",Croc-Embossed Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230526/h5Q2/64705259d55b7d0c6310bcf5/fausto_black_croc-embossed_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/h5Q2/64705259d55b7d0c6310bce9/fausto_black_croc-embossed_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/h5Q2/64705259d55b7d0c6310bce6/fausto_black_croc-embossed_ankle-length_boots.jpg']"
LONDON RAG,"Rs.5,394.00",Women High-Heeled Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230801/wQSm/64c91e3eeebac147fc9bf48a/london_rag_burgundy_women_high-heeled_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/wQSm/64c91e3eeebac147fc9bf47c/london_rag_burgundy_women_high-heeled_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/wQSm/64c91e3eeebac147fc9bf477/london_rag_burgundy_women_high-heeled_ankle-length_boots.jpg']"
LONDON RAG,"Rs.5,654.00",Women Croc-Embossed Mid-Calf Boots,"['https://assets.ajio.com/medias/sys_master/root/20230801/w1gh/64c8f5c1a9b42d15c9803930/london_rag_navy_blue_women_croc-embossed_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/w1gh/64c8f5c1a9b42d15c9803920/london_rag_navy_blue_women_croc-embossed_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/w1gh/64c8f5c1a9b42d15c980391b/london_rag_navy_blue_women_croc-embossed_mid-calf_boots.jpg']"
LONDON RAG,"Rs.5,524.00",Stiletto Ankle-Length Heeled Boots,"['https://assets.ajio.com/medias/sys_master/root/20230720/mD6K/64b8b650eebac147fc7bfb9e/london_rag_beige_stiletto_ankle-length_heeled_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230720/mD6K/64b8b650eebac147fc7bfb8e/london_rag_beige_stiletto_ankle-length_heeled_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230720/mD6K/64b8b650eebac147fc7bfb8a/london_rag_beige_stiletto_ankle-length_heeled_boots.jpg']"
LONDON RAG,"Rs.5,719.00",Printed Knee-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230720/YhvE/64b96041a9b42d15c965eb83/london_rag_beige_printed_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230720/YhvE/64b96041a9b42d15c965eb74/london_rag_beige_printed_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230720/YhvE/64b96041a9b42d15c965eb70/london_rag_beige_printed_knee-length_boots.jpg']"
LONDON RAG,"Rs.5,849.00",Women Block-Heeled Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230801/arhG/64c9202ba9b42d15c981af47/london_rag_brown_women_block-heeled_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/arhG/64c9202ba9b42d15c981af3c/london_rag_brown_women_block-heeled_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/arhG/64c9202ba9b42d15c981af39/london_rag_brown_women_block-heeled_ankle-length_boots.jpg']"
LONDON RAG,"Rs.5,199.00",Women Block-Heeled Ankle-Length Boots with Zip Clousure,"['https://assets.ajio.com/medias/sys_master/root/20230801/E9WD/64c92096a9b42d15c981bf3c/london_rag_tan_women_block-heeled_ankle-length_boots_with_zip_clousure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/E9WD/64c92096a9b42d15c981bf28/london_rag_tan_women_block-heeled_ankle-length_boots_with_zip_clousure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/E9WD/64c92096a9b42d15c981bf23/london_rag_tan_women_block-heeled_ankle-length_boots_with_zip_clousure.jpg']"
LONDON RAG,"Rs.6,239.00",Women Block Heeled Mid-Calf Boots,"['https://assets.ajio.com/medias/sys_master/root/20230801/b4TJ/64c8f52ceebac147fc9aab30/london_rag_black_women_block_heeled_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/b4TJ/64c8f52ceebac147fc9aab20/london_rag_black_women_block_heeled_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/b4TJ/64c8f52ceebac147fc9aab1c/london_rag_black_women_block_heeled_mid-calf_boots.jpg']"
LONDON RAG,"Rs.5,199.00",Women Block-Heeled Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230801/2pwv/64c8f463eebac147fc9a919a/london_rag_red_women_block-heeled_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/2pwv/64c8f463eebac147fc9a918a/london_rag_red_women_block-heeled_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/2pwv/64c8f463eebac147fc9a9186/london_rag_red_women_block-heeled_ankle-length_boots.jpg']"
LONDON RAG,"Rs.6,499.00",Women Block-Heeled Mid-Calf Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230801/skcv/64c8f5e5eebac147fc9ac344/london_rag_black_women_block-heeled_mid-calf_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/skcv/64c8f5e5eebac147fc9ac327/london_rag_black_women_block-heeled_mid-calf_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/skcv/64c8f5e5eebac147fc9ac320/london_rag_black_women_block-heeled_mid-calf_length_boots.jpg']"
LONDON RAG,"Rs.6,369.00",Mid-Calf Boots with Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20230718/IKtb/64b6945ca9b42d15c95d305f/london_rag_black_mid-calf_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230718/IKtb/64b6945ca9b42d15c95d304f/london_rag_black_mid-calf_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230718/IKtb/64b6945ca9b42d15c95d304b/london_rag_black_mid-calf_boots_with_zip_closure.jpg']"
LONDON RAG,"Rs.6,824.00",Women High-Heeled Knee-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230801/bhGS/64c8f52ceebac147fc9aab2f/london_rag_burgundy_women_high-heeled_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/bhGS/64c8f52ceebac147fc9aab1f/london_rag_burgundy_women_high-heeled_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/bhGS/64c8f52ceebac147fc9aab1b/london_rag_burgundy_women_high-heeled_knee-length_boots.jpg']"
Bruno Manetti,"Rs.1,980.00",Slip-On Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230621/wgGk/6492255942f9e729d75a946f/bruno_manetti_maroon_slip-on_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230621/wgGk/6492255942f9e729d75a9460/bruno_manetti_maroon_slip-on_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230621/wgGk/6492255942f9e729d75a945c/bruno_manetti_maroon_slip-on_ankle-length_boots.jpg']"
Bruno Manetti,"Rs.2,640.00",Round-Toe Mid-Calf Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20221028/PgVs/635aeb5caeb269659c5fa062/bruno_manetti_maroon_round-toe_mid-calf_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221028/PgVs/635aeb5caeb269659c5fa053/bruno_manetti_maroon_round-toe_mid-calf_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221028/PgVs/635aeb5caeb269659c5fa04f/bruno_manetti_maroon_round-toe_mid-calf_length_boots.jpg']"
Flat n Heels,"Rs.1,558.00",Ankle-Length Slip-On Boots ,"['https://assets.ajio.com/medias/sys_master/root/20221019/bxJ9/635017caf997ddfdbd33b508/flat_n_heels_maroon_ankle-length_slip-on_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221019/bxJ9/635017caf997ddfdbd33b4f0/flat_n_heels_maroon_ankle-length_slip-on_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221019/bxJ9/635017caf997ddfdbd33b4ea/flat_n_heels_maroon_ankle-length_slip-on_boots_.jpg']"
Gardin,"Rs.1,750.00",Ankle Length Slip-On Boots ,"['https://assets.ajio.com/medias/sys_master/root/20221028/LTSe/635adc25aeb269659c5ead21/gardin_tan_ankle_length_slip-on_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221028/LTSe/635adc25aeb269659c5ead0f/gardin_tan_ankle_length_slip-on_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221028/LTSe/635adc25aeb269659c5ead09/gardin_tan_ankle_length_slip-on_boots_.jpg']"
ARBUNORE,Rs.910.00,Slip-On Ankle-Length Chelsea Boots,"['https://assets.ajio.com/medias/sys_master/root/20230201/H2wk/63da8766aeb269c65109e5c4/arbunore_olive_green_slip-on_ankle-length_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230201/H2wk/63da8766aeb269c65109e5b8/arbunore_olive_green_slip-on_ankle-length_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230201/H2wk/63da8766aeb269c65109e5b5/arbunore_olive_green_slip-on_ankle-length_chelsea_boots.jpg']"
Bruno Manetti,Rs.990.00,Indian Boots,"['https://assets.ajio.com/medias/sys_master/root/20230602/oHdk/6479197fd55b7d0c6333b0f7/bruno_manetti_brown_indian_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/oHdk/6479197fd55b7d0c6333b0e3/bruno_manetti_brown_indian_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/oHdk/6479197fd55b7d0c6333b0e0/bruno_manetti_brown_indian_boots.jpg']"
Shoetopia,"Rs.1,059.00",Round Toe Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230602/YKx6/647950b8d55b7d0c633ae289/shoetopia_black_round_toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/YKx6/647950b8d55b7d0c633ae27a/shoetopia_black_round_toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/YKx6/647950b8d55b7d0c633ae276/shoetopia_black_round_toe_ankle-length_boots.jpg']"
LONDON RAG,"Rs.5,654.00",Ankle-Length Slip-On Boots,"['https://assets.ajio.com/medias/sys_master/root/20230807/Crok/64d0f17ceebac147fcad875a/london_rag_red_ankle-length_slip-on_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230807/Crok/64d0f17ceebac147fcad874a/london_rag_red_ankle-length_slip-on_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230807/Crok/64d0f17ceebac147fcad8745/london_rag_red_ankle-length_slip-on_boots.jpg']"
CLARKS,"Rs.9,000.00",Caravan Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20220824/av3w/63053235aeb2691761976e2d/clarks_khaki_caravan_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220824/av3w/63053235aeb2691761976e20/clarks_khaki_caravan_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220824/av3w/63053235aeb2691761976e1d/clarks_khaki_caravan_ankle-length_boots.jpg']"
